Method,0,SNR,PESQ,STOI,Runtime
logmnse,,-27.359489640262108,0.13579237461090088,0.13089134238858285,2.86
logmnse,,-26.100402605052025,0.354917973279953,0.17956572428468884,2.48
logmnse,,-24.77911111056831,-0.25358322262763977,0.2510333776940024,2.96
logmnse,,-26.998916204334314,0.6785799264907837,0.13856543547395836,2.58
logmnse,,-26.69819206642016,-0.06405409425497055,0.20627630742019631,2.61
logmnse,,-26.342222356048946,0.31725645065307617,0.24741604431492314,2.44
logmnse,,-27.247961704898067,-0.20422209799289703,0.15125439023529,2.68
logmnse,,-26.476763862444507,0.49585720896720886,0.1608258127928897,2.44
logmnse,,-26.5507457177188,0.022015852853655815,0.16563898503666233,2.69
logmnse,,-26.951626286126288,0.3284531533718109,0.19148827784135874,2.34
logmnse,,-26.745664167947993,0.31962382793426514,0.18823311342127264,2.55
logmnse,,-27.41683332655874,0.42838501930236816,0.19860363539161227,2.31
logmnse,,-25.73480608920679,0.24462755024433136,0.12903773531345153,2.51
logmnse,,-25.230445437720242,0.07511667907238007,0.09151857450064288,2.54
logmnse,,-27.166774211752912,0.4339163601398468,0.1354864938871683,2.87
logmnse,,-27.447369181527336,0.19908954203128815,0.227522422335156,2.99
logmnse,,-26.457659656804967,0.14172305166721344,0.20543723599071456,3.39
logmnse,,-25.144296470834785,0.3221980333328247,0.18194460379617927,2.49
logmnse,,-26.047258641948584,0.19635790586471558,0.10727070722481657,2.37
logmnse,,-26.702435636098553,0.10976896435022354,0.11558704660077372,3.33
logmnse,,-27.42731290180315,0.1106192097067833,0.16849842365523837,2.73
logmnse,,-24.821449487926174,0.19352257251739502,0.2040985747886413,3.13
logmnse,,-25.79257907706978,0.3448704481124878,0.25922896078066066,2.77
logmnse,,-27.020355770563896,0.2542491555213928,0.14780693390442312,2.82
logmnse,,-25.638457137626347,0.12036319822072983,0.20139232501337873,2.99
logmnse,,-25.981598589916803,-0.019121741876006126,0.21559711601705087,2.47
logmnse,,-26.278048029043983,0.34205666184425354,0.20159678913833548,3.09
logmnse,,-27.330985174508513,0.32978108525276184,0.24901731331664342,2.61
logmnse,,-26.852929762054025,0.3435743749141693,0.12005893011448844,2.43
logmnse,,-27.50897557133273,0.3865848779678345,0.1439869752075802,2.77
logmnse,,-26.830397650714474,0.5954024791717529,0.20658297646793441,2.96
logmnse,,-26.583690696803913,0.03230024874210358,0.15236169895013296,2.54
logmnse,,-27.13419447766038,0.13333441317081451,0.17511011782496344,3.21
logmnse,,-27.19863172394089,0.307905375957489,0.17334113297961232,2.64
logmnse,,-27.439924805277357,0.3158174157142639,0.18268481397320918,2.37
logmnse,,-26.018035941670906,0.031195752322673798,0.12846123796953354,2.99
logmnse,,-27.485691365528474,0.18917149305343628,0.13150605380412117,3.06
logmnse,,-27.181888012342146,0.19186636805534363,0.18392133403018607,2.91
logmnse,,-27.237599073332184,0.45624783635139465,0.12495714230512235,2.62
logmnse,,-27.48529549098822,-0.015466234646737576,0.16219078955210264,2.85
logmnse,,-27.36942689342834,0.40195685625076294,0.13744411309027812,2.89
logmnse,,-27.494773732220416,0.2577458918094635,0.18412171668703858,2.94
logmnse,,-25.130038460897577,0.7369744777679443,0.13083200897383068,2.36
logmnse,,-26.350953241870826,0.048579126596450806,0.14763493502637123,3.01
mmse,,0.8079957962036133,2.3231732845306396,0.9119781349737532,0.51
mmse,,0.4801356792449951,2.3489837646484375,0.8815436493860122,0.45
mmse,,-0.046437978744506836,2.283534049987793,0.816328271930237,0.56
mmse,,0.46660780906677246,2.4375076293945312,0.8912399004984293,0.45
mmse,,-1.7731726169586182,2.2559375762939453,0.7928059806650951,0.51
mmse,,-0.10704874992370605,2.4654200077056885,0.8738768410959346,0.45
mmse,,1.3104331493377686,2.598165273666382,0.8492597943072456,0.52
mmse,,-0.2762734889984131,2.3347079753875732,0.7232593024953196,0.47
mmse,,0.6566166877746582,2.374979019165039,0.8899799639833017,0.53
mmse,,0.10947942733764648,2.386993885040283,0.8988579541872959,0.45
mmse,,-3.628612756729126,2.2494821548461914,0.7441450265629104,0.48
mmse,,0.9023183584213257,2.2740683555603027,0.8669361259464679,0.44
mmse,,-1.0871535539627075,2.4979960918426514,0.8142270441705771,0.49
mmse,,-0.0886225700378418,2.268561840057373,0.878476673477285,0.52
mmse,,-3.1314802169799805,2.127037525177002,0.8019268181289668,0.57
mmse,,2.362205982208252,2.225620746612549,0.8316452865245432,0.59
mmse,,0.22139310836791992,2.4504754543304443,0.8523228019828573,0.63
mmse,,-0.013663768768310547,2.1542422771453857,0.7649157433628679,0.45
mmse,,-2.646104097366333,2.447488784790039,0.8230573009476294,0.48
mmse,,-0.2983677387237549,2.380831718444824,0.8458668271108983,0.56
mmse,,1.1061203479766846,2.2314164638519287,0.8741166160768106,0.48
mmse,,0.14124751091003418,2.273104429244995,0.8817781646334777,0.54
mmse,,1.9720464944839478,2.255784749984741,0.7774195297707374,0.54
mmse,,-3.48207950592041,2.2193379402160645,0.7822393906112715,0.53
mmse,,0.055942535400390625,2.457814931869507,0.8651132621958625,0.71
mmse,,0.4510962963104248,2.3634612560272217,0.8647206435368138,0.45
mmse,,0.5302464962005615,2.3931751251220703,0.8834759628230724,0.84
mmse,,-0.10380089282989502,2.1940717697143555,0.8215925925189944,0.49
mmse,,-0.14723777770996094,2.8928709030151367,0.8631523998244566,0.47
mmse,,1.2906122207641602,2.1347601413726807,0.903811857976963,0.52
mmse,,0.38572072982788086,2.469210386276245,0.8229885947527896,0.56
mmse,,-0.004031658172607422,2.358935594558716,0.9123122045153995,0.48
mmse,,-3.7080568075180054,2.20068621635437,0.7868137293070169,0.54
mmse,,-4.08282995223999,2.1650750637054443,0.8156505182847206,0.49
mmse,,-2.439624071121216,2.547842264175415,0.8222917111525665,0.48
mmse,,1.1008274555206299,2.451288938522339,0.8869860288033738,0.54
mmse,,2.013566493988037,2.8678314685821533,0.9014516926826545,0.57
mmse,,-0.259014368057251,2.1608707904815674,0.8305680772900277,0.51
mmse,,0.1800382137298584,2.322258949279785,0.8700626526817853,0.48
mmse,,2.5105273723602295,3.055668830871582,0.908213021091827,0.55
mmse,,-0.8155792951583862,2.9749867916107178,0.87533381519437,0.57
mmse,,1.5565508604049683,2.984215259552002,0.8914816229253388,0.55
mmse,,-1.7800235748291016,2.4602766036987305,0.8635549263180794,0.48
mmse,,-0.21593332290649414,2.3626160621643066,0.845329663521048,0.54
dtln,,-4.888350963592529,1.9446169137954712,0.7527140067595754,0.99
dtln,,-5.557096600532532,1.8301159143447876,0.682804160338531,0.79
dtln,,-4.461882710456848,2.2177865505218506,0.7656271971995672,2.46
dtln,,-6.282702088356018,2.113711357116699,0.7145952997009675,0.79
dtln,,-0.5931496620178223,2.3601980209350586,0.8425391909497923,2.21
dtln,,-4.3468135595321655,2.3433103561401367,0.7689183147596472,0.82
dtln,,-1.673036813735962,2.4875271320343018,0.832490747664138,1.16
dtln,,-4.152417182922363,2.111163377761841,0.673928867653536,0.94
dtln,,-3.7469482421875,2.17010235786438,0.7915787091065577,0.92
dtln,,-3.7897521257400513,2.034602642059326,0.7604166962106677,0.76
dtln,,-1.3184356689453125,2.5362861156463623,0.8394900102699134,0.81
dtln,,-4.685725569725037,1.8649431467056274,0.73708041065058,0.75
dtln,,-6.828936040401459,2.0114965438842773,0.6972693561396754,0.92
dtln,,-3.501597046852112,2.334962844848633,0.8518765256068548,0.86
dtln,,-4.5712268352508545,2.097036600112915,0.7977375263974599,0.88
dtln,,-5.084261894226074,1.9480711221694946,0.7017325191321052,0.9
dtln,,-1.5463030338287354,2.394197940826416,0.857027389750592,1.26
dtln,,-6.46547257900238,1.977120041847229,0.6627339502031311,0.75
dtln,,-7.189541757106781,1.9412347078323364,0.6956719742440164,0.79
dtln,,-3.6920785903930664,2.331038236618042,0.7925595630723224,0.98
dtln,,-6.52260810136795,1.8640108108520508,0.6294357732926389,0.82
dtln,,-6.189143061637878,1.7305938005447388,0.6464586673414406,0.95
dtln,,-1.1960387229919434,2.0928001403808594,0.7467377496389921,0.86
dtln,,-5.291098356246948,2.1718859672546387,0.7447541060510905,0.93
dtln,,-5.380784273147583,2.09525465965271,0.7048083350053966,1.0
dtln,,-4.97234582901001,2.0419154167175293,0.7509938992570541,0.77
dtln,,-5.09735643863678,2.180960178375244,0.7604207927422905,1.2
dtln,,-4.3363940715789795,2.1358611583709717,0.7692079260491108,0.98
dtln,,-5.762452781200409,2.2809102535247803,0.7316104918040471,0.99
dtln,,-2.3720425367355347,2.244046211242676,0.8564391441019005,1.14
dtln,,-7.921357601881027,1.8717634677886963,0.6385528875338575,0.9
dtln,,-6.074659824371338,1.9083627462387085,0.7382167063990325,1.01
dtln,,-3.4321600198745728,2.37848162651062,0.8481522254735641,0.92
dtln,,-6.82066947221756,1.8832067251205444,0.6999715836026967,0.84
dtln,,-5.998797118663788,2.333916664123535,0.7761617437274566,0.79
dtln,,-3.2591456174850464,2.378314256668091,0.811649014733979,0.94
dtln,,-3.9482247829437256,2.397935628890991,0.7857972093358386,0.96
dtln,,-2.668396234512329,2.208357572555542,0.8103037623067371,0.89
dtln,,-4.238855242729187,2.2937910556793213,0.7473016250342521,0.76
dtln,,-1.5678679943084717,2.5583150386810303,0.8429672514422638,1.17
dtln,,-3.217485547065735,2.7684900760650635,0.8321194480886364,0.9
dtln,,-4.396379590034485,2.5862464904785156,0.8222034912895102,1.17
dtln,,-7.028605937957764,2.0932281017303467,0.7224138139797224,0.79
dtln,,-5.687333345413208,2.2657740116119385,0.7444342336967876,0.9
garch,,-0.6287604570388794,2.307432174682617,0.8748180667008197,0.99
garch,,-6.418302357196808,2.0809125900268555,0.7249321603488642,1.09
garch,,-5.279630422592163,2.3293371200561523,0.7917021962547047,2.46
garch,,-6.525822281837463,2.239401340484619,0.7347212070597702,1.1
garch,,3.2338249683380127,2.702522039413452,0.9043580417662482,2.31
garch,,-5.506487488746643,2.341301918029785,0.7601212748264439,0.9
garch,,-0.7812464237213135,2.679495096206665,0.8409660955077038,1.03
garch,,-3.499658703804016,2.341477394104004,0.7313171696915667,0.88
garch,,-2.9100286960601807,2.468292236328125,0.8447159362972296,1.37
garch,,-2.16108500957489,2.4558358192443848,0.8320368935249257,0.93
garch,,-2.1776199340820312,2.7405848503112793,0.8738590713224218,0.97
garch,,-5.162252485752106,2.226999282836914,0.7844606771767058,0.89
garch,,-5.56705117225647,2.5206410884857178,0.7986756728245874,0.94
garch,,-3.8970911502838135,2.3339991569519043,0.868090488076035,1.03
garch,,-3.8876712322235107,2.3533339500427246,0.8471422484723171,1.03
garch,,-5.756863355636597,2.108901023864746,0.7276406656627592,1.28
garch,,-1.9264650344848633,2.4189090728759766,0.863941967007754,1.24
garch,,-6.767961382865906,2.170175313949585,0.6997932472835177,0.88
