Method,0,SNR,PESQ,STOI,Runtime
dtln,,-1.0336242616176605,1.9816172122955322,0.6801120328541203,0.82
dtln,,1.7934465408325195,1.8007489442825317,0.7881292052989197,0.94
dtln,,1.8239989876747131,1.8771823644638062,0.7267770768295062,1.23
dtln,,-0.1418827474117279,1.961544156074524,0.7203180787117247,0.76
dtln,,0.971871018409729,1.787866473197937,0.6210229606371376,0.91
dtln,,1.199621707201004,2.3663408756256104,0.7760814830910401,1.13
dtln,,2.1127811074256897,2.541203260421753,0.8183597207530882,0.9
dtln,,2.404153347015381,2.1985044479370117,0.7903424641657341,0.91
dtln,,1.7252293229103088,1.740810513496399,0.685136372949546,0.89
dtln,,-1.244216114282608,1.692213535308838,0.6553040970152745,1.01
dtln,,-0.1619359850883484,2.049492597579956,0.7437212192811056,0.99
garch,,0.1088172197341919,1.7087295055389404,0.6495583408369536,0.91
garch,,8.497535288333893,2.298924446105957,0.8461411012422317,2.3
garch,,3.9706209301948547,1.7730833292007446,0.7900143718378447,1.29
garch,,0.13998627662658691,1.8166537284851074,0.6399846605495264,0.87
garch,,-0.5159434676170349,1.6345255374908447,0.6495790121354218,1.11
garch,,1.611124575138092,1.7062790393829346,0.7416975387177235,1.04
garch,,1.2533636391162872,1.8811198472976685,0.693533486575469,2.49
garch,,1.2843281030654907,1.9682691097259521,0.7916723488245165,1.01
garch,,1.0581538081169128,2.111684560775757,0.7252853941383443,0.93
garch,,0.7121065258979797,1.8145134449005127,0.7087701102999552,0.92
garch,,2.134358286857605,1.9322352409362793,0.7768710587105953,1.32
garch,,0.14891549944877625,1.7566298246383667,0.6112914592317938,1.48
garch,,0.43971776962280273,2.354034185409546,0.7210964359187806,0.95
garch,,0.3956717252731323,1.5855687856674194,0.6780453478559884,0.97
garch,,1.0344663262367249,1.713639259338379,0.7054724681531429,0.89
garch,,-0.4965187609195709,1.7720474004745483,0.5988474297281957,1.06
garch,,2.374441921710968,1.9527392387390137,0.7846659335092372,1.3
garch,,-0.5218864977359772,1.6533458232879639,0.5739434039849398,1.1
garch,,2.2738340497016907,1.614970088005066,0.6437783719679177,1.02
garch,,1.3339301943778992,1.6773288249969482,0.6565176773661936,1.4
garch,,2.3467153310775757,2.1189520359039307,0.7759252809683809,1.1
garch,,4.684753715991974,2.173238754272461,0.7792271744927358,1.06
garch,,-0.5270810425281525,1.6420342922210693,0.6412631045755253,1.01
garch,,1.9900768995285034,2.023794174194336,0.6406185978812808,0.92
garch,,0.3199046850204468,1.7655353546142578,0.6300782193248002,1.14
garch,,1.9012270867824554,2.1046714782714844,0.7749065959035945,1.37
garch,,-0.10829418897628784,1.5873932838439941,0.6165943469803187,1.39
garch,,4.120888710021973,2.3920602798461914,0.8116384935013049,0.98
garch,,0.0950080156326294,1.909306287765503,0.6882639071835674,1.1
garch,,-0.010165870189666748,1.7970246076583862,0.6497181158203511,1.13
garch,,2.4085843563079834,1.9211961030960083,0.7469556904223172,0.91
garch,,4.781343191862106,2.2667338848114014,0.8185331981766705,1.08
garch,,3.154849112033844,1.8518315553665161,0.7689697594459305,0.97
garch,,1.7916291952133179,2.1327931880950928,0.7291866123580223,0.96
garch,,2.8262871503829956,1.759156584739685,0.7958961347361365,1.05
garch,,1.2791213393211365,1.7659960985183716,0.7190277642367843,1.1
garch,,1.8330395221710205,2.5296316146850586,0.8065980714179617,1.14
garch,,2.0453906059265137,1.9562404155731201,0.6827696190064315,1.13
garch,,1.939912587404251,2.640124559402466,0.8202383244543091,1.12
garch,,2.1487978100776672,2.9453375339508057,0.8786081723788649,1.09
garch,,2.953840494155884,2.407031297683716,0.8284948849202575,1.1
garch,,0.5529561638832092,1.7439039945602417,0.6484167501509878,1.05
garch,,-0.6504181027412415,1.9246915578842163,0.7319924732884853,0.95
garch,,1.8950101733207703,2.2687032222747803,0.8053700791119319,1.18
demucs,,3.3432796597480774,2.1966347694396973,0.8842519874973874,2.31
demucs,,16.226103603839874,2.7852563858032227,0.9468841355170031,3.02
demucs,,13.512711226940155,2.728527307510376,0.9624270310919374,2.69
demucs,,10.189429819583893,2.423046827316284,0.927407597136877,2.75
demucs,,7.409857511520386,2.463792085647583,0.9103607172433108,2.82
demucs,,8.674745857715607,2.579075336456299,0.9452364591956274,2.66
demucs,,11.313259154558182,2.7027289867401123,0.9316339735828394,2.99
demucs,,13.121660351753235,2.998119354248047,0.9758409979982293,3.73
demucs,,10.38695514202118,2.7442383766174316,0.9332934902633784,2.38
demucs,,10.019682943820953,2.750657081604004,0.9626516973566258,2.8
demucs,,13.126514852046967,2.793222188949585,0.9568725790436252,2.84
demucs,,6.6147927939891815,2.2080368995666504,0.8966482454828796,4.31
demucs,,10.331485867500305,3.030686378479004,0.9673983260094663,3.23
demucs,,1.0945495963096619,1.6368108987808228,0.7792140912482141,2.95
demucs,,10.678324103355408,2.2183496952056885,0.9135554470841455,2.26
demucs,,9.503738433122635,2.2473812103271484,0.8923135803452847,3.29
demucs,,11.170566976070404,2.6745550632476807,0.9186927742023899,4.12
demucs,,11.962713599205017,2.7626395225524902,0.9399770290070687,2.9
demucs,,13.137623369693756,2.357722520828247,0.8567623850439829,2.77
demucs,,12.307739555835724,2.594464063644409,0.9008119015100506,2.82
demucs,,10.493204891681671,2.66801118850708,0.939612867059388,3.65
demucs,,9.918771088123322,2.985640048980713,0.9464340937087258,2.78
demucs,,13.523837924003601,2.8838279247283936,0.9511790345237103,3.01
demucs,,10.387946367263794,2.4779818058013916,0.8228810111923437,2.28
demucs,,11.990514993667603,2.5534133911132812,0.8943095981709045,2.35
demucs,,13.021740168333054,2.8727433681488037,0.9438561859669546,2.86
demucs,,9.654085785150528,2.6857893466949463,0.9323416757139062,2.99
demucs,,13.203193545341492,2.965911626815796,0.9549274794908711,3.24
demucs,,9.533216059207916,2.309736967086792,0.9204295268395347,2.85
demucs,,11.463350057601929,2.7106847763061523,0.9421595050866833,2.34
demucs,,11.370362639427185,2.646137237548828,0.9477365664019615,2.97
demucs,,12.799133509397507,3.1790175437927246,0.9630006685132037,2.73
demucs,,11.198514997959137,2.4877452850341797,0.9258913397582764,2.52
demucs,,17.05553710460663,2.9907426834106445,0.9675840932434111,2.43
demucs,,14.91189956665039,2.8221681118011475,0.9736559381032647,3.75
demucs,,13.41575413942337,2.7693967819213867,0.9482181908035211,4.08
demucs,,13.060809969902039,3.2865452766418457,0.9763531957031237,2.3
demucs,,9.882789254188538,2.6155803203582764,0.9288176654406763,2.33
demucs,,12.830104380846024,3.1238303184509277,0.9658486820763198,4.04
demucs,,17.361223995685577,3.5865375995635986,0.9849827773653834,3.25
demucs,,14.093507528305054,3.3307719230651855,0.9707248535727782,2.93
demucs,,9.053145051002502,2.465123176574707,0.9056486492485337,3.19
demucs,,11.517553925514221,3.044855833053589,0.9610210381813559,2.45
demucs,,17.054440677165985,3.180813789367676,0.9746290806677048,3.16
