Method,0,SNR,PESQ,STOI,Runtime
logmnse,,-26.164565818727,0.8183034062385559,0.17854804763102533,2.44
logmnse,,-26.83435562009565,-0.12120882421731949,0.2119857016934092,2.67
logmnse,,-26.438675685809795,0.0819552093744278,0.24711356115569752,2.61
logmnse,,-27.340256931870442,0.1833849400281906,0.12432468220348047,2.86
logmnse,,-25.09258354239926,-0.1513141691684723,0.2527776124140603,3.08
logmnse,,-27.178727260014483,0.513191282749176,0.134962109578178,2.53
logmnse,,-27.05881920471819,0.343908429145813,0.15583726190985564,2.77
logmnse,,-27.398972721711008,0.31079500913619995,0.1404703959226152,3.19
logmnse,,-27.350080634993994,0.3791722357273102,0.17130442114893013,2.4
logmnse,,-27.14047276725536,0.25225579738616943,0.18293824908926978,2.47
logmnse,,-26.056782855513752,0.033504486083984375,0.13328596706141632,3.02
logmnse,,-26.864308374388912,0.029439715668559074,0.1497566852526983,2.61
logmnse,,-25.23139882300836,0.0650111511349678,0.20275506148238173,3.1
logmnse,,-26.741481133970115,0.13800303637981415,0.10133739227792095,3.33
logmnse,,-27.09792450668572,0.5345717668533325,0.21245343721829366,3.08
logmnse,,-26.242507841720133,0.058299727737903595,0.22269571592743576,2.43
logmnse,,-26.399353091689303,0.13209475576877594,0.10168720200764161,2.84
logmnse,,-26.756226026501327,0.3902134597301483,0.19039891741683146,3.22
logmnse,,-27.34746051616559,0.31121692061424255,0.17359806142845566,2.56
logmnse,,-26.60847235061679,0.0927727073431015,0.16046444196603965,2.82
logmnse,,-27.343494175275993,0.4903819262981415,0.2200481738010068,2.88
logmnse,,-26.312795039294837,0.2521536648273468,0.11121469885673428,2.46
logmnse,,-25.862702339874698,1.005292534828186,0.255497402783475,2.79
logmnse,,-27.316274851904097,0.3048511743545532,0.23566750565366276,2.57
logmnse,,-27.230772303495936,0.22439604997634888,0.16278331719683653,2.97
logmnse,,-26.472627368284442,0.11990322917699814,0.207145482947957,3.32
logmnse,,-27.192101015356474,-0.1784312129020691,0.14731420691190586,2.96
logmnse,,-25.48057650173223,0.3788018822669983,0.17135069725692356,2.42
logmnse,,-27.314114520953368,0.12083789706230164,0.17047277044078785,2.53
logmnse,,-27.046224062397975,0.38378608226776123,0.18258857198480266,2.76
logmnse,,-27.19708420689152,0.20607873797416687,0.12125499298289731,3.12
logmnse,,-25.871048413904802,0.14327043294906616,0.1887847510955432,2.85
logmnse,,-26.857324122547226,0.3474349081516266,0.1384139751321343,2.46
logmnse,,-27.227670438490872,0.286067932844162,0.14349561839011382,3.1
