Method,0,SNR,PESQ,STOI,Runtime
logmnse,,-26.284845766303228,0.41066253185272217,0.24545897327847432,2.62
logmnse,,-24.501379448223158,-0.16836689412593842,0.24898694112876923,2.96
logmnse,,-26.816552829499273,0.6192080974578857,0.1436490522180257,2.5
logmnse,,-26.040631547215412,0.3556084930896759,0.18103966802041238,2.35
logmnse,,-27.387860687046512,0.21567994356155396,0.13451936155000777,2.72
logmnse,,-26.59309405459489,-0.015531943179666996,0.2015605193144565,2.57
logmnse,,-27.0503289447307,0.39463818073272705,0.18346873040320522,3.32
logmnse,,-25.59418801231441,0.30905741453170776,0.20615337202490905,2.93
logmnse,,-27.618189179533296,0.3435536026954651,0.14484207926703918,3.19
logmnse,,-25.300742536701158,0.283371239900589,0.09231726374382032,2.88
logmnse,,-26.134313751500425,-0.03114757500588894,0.12606399184927586,3.13
logmnse,,-26.71761541360596,0.1248958483338356,0.12399933161383121,3.47
logmnse,,-26.749593117668642,0.42168930172920227,0.19737168483715942,2.26
logmnse,,-26.959004161391505,0.9557579755783081,0.12028755566955127,2.66
logmnse,,-26.083489825446545,0.10108903050422668,0.14915524663794044,3.08
logmnse,,-25.699622040186625,0.17732147872447968,0.11312033081374206,2.67
logmnse,,-27.33041676119942,-0.2125316858291626,0.15390511622687397,2.88
logmnse,,-25.9045559320396,0.4223826229572296,0.2097114335761468,3.05
logmnse,,-27.363933018779953,0.24229919910430908,0.256509449231067,2.79
logmnse,,-27.490334536960994,1.0062007904052734,0.21231691842415573,2.5
logmnse,,-27.539460057799232,0.12526863813400269,0.16759290836346108,2.66
logmnse,,-25.196881637436558,0.2575269937515259,0.14609497980432207,2.41
logmnse,,-26.509618865288523,0.7695680856704712,0.20339298366449302,3.25
logmnse,,-25.733028035009905,0.06242317706346512,0.21155935273606852,2.47
logmnse,,-27.1488298834581,0.49624067544937134,0.14431281550228198,2.97
logmnse,,-26.447912229377025,0.4575541019439697,0.1900387301955767,2.61
logmnse,,-24.652419650348637,0.17610713839530945,0.21027829416577104,3.17
logmnse,,-27.329679016336303,0.2665669620037079,0.1844384858931313,2.62
logmnse,,-25.056257509533765,0.3598594665527344,0.18637806050216893,2.7
logmnse,,-25.888929165638675,0.2309931069612503,0.26125018691538754,2.78
logmnse,,-26.788172449294457,0.3046953082084656,0.15053149504383798,3.04
logmnse,,-27.541929920054056,0.5326359272003174,0.18972592678849406,2.34
logmnse,,-26.106291760122456,0.29587608575820923,0.1735877518400427,2.31
logmnse,,-26.57021276395181,0.5903123021125793,0.2020014499897552,2.81
logmnse,,-26.35047472333516,0.0565497986972332,0.15386372199908163,2.49
logmnse,,-26.54095979380976,0.06715181469917297,0.16890965300946792,2.97
logmnse,,-27.55427572337808,0.06490886211395264,0.2315624724207524,2.88
logmnse,,-27.60111148465384,-0.059969741851091385,0.16362361425064317,3.04
logmnse,,-27.607723861370694,0.3115946054458618,0.18467605364158762,2.88
logmnse,,-27.21156006175414,0.4541504681110382,0.13275906684762123,2.59
logmnse,,-27.466851218501674,0.36952438950538635,0.1368462030900556,2.85
logmnse,,-27.242703901532927,0.033100005239248276,0.18705082197794135,2.97
logmnse,,-24.850546265775893,0.7471173405647278,0.1413189993402348,2.63
logmnse,,-27.593942515553636,0.2265659123659134,0.1293304944976839,3.1
mmse,,0.08438050746917725,2.3230817317962646,0.8389959832270127,0.44
mmse,,0.28601348400115967,2.1466457843780518,0.7856685491711377,0.56
mmse,,0.5858033895492554,2.2977681159973145,0.8593049731041401,0.44
mmse,,0.7433986663818359,2.2063992023468018,0.8463503303135465,0.45
mmse,,1.0500216484069824,2.097191572189331,0.8849431246320995,0.5
mmse,,-0.573926568031311,2.138669013977051,0.7599779435330472,0.52
mmse,,-2.1929073333740234,2.0192766189575195,0.7655330594158347,0.55
mmse,,0.21904230117797852,2.3212080001831055,0.839373048896027,0.53
mmse,,1.4989787340164185,1.9920138120651245,0.877677855696216,0.51
mmse,,0.9565699100494385,2.1320502758026123,0.8577610472489188,0.49
mmse,,1.2687480449676514,2.2776241302490234,0.8576182003380662,0.54
mmse,,0.017219185829162598,2.2363369464874268,0.8142590039127249,0.56
mmse,,0.17982423305511475,2.2226479053497314,0.873343076385071,0.5
mmse,,1.3353455066680908,2.763458013534546,0.8438713646088581,0.47
mmse,,0.27785003185272217,2.171675205230713,0.8034998170377702,0.54
mmse,,-1.3537919521331787,2.301359176635742,0.7901831973068891,0.47
mmse,,1.9572240114212036,2.433849573135376,0.8247170832904159,0.51
mmse,,0.6813913583755493,2.2500181198120117,0.847055394016851,0.56
mmse,,0.577499270439148,2.0037918090820312,0.7897520382230069,0.48
mmse,,1.1568552255630493,2.0568878650665283,0.8147925156996851,0.45
mmse,,1.6169887781143188,2.0190041065216064,0.8520752909708055,0.48
mmse,,0.09024322032928467,2.3607051372528076,0.7753446173031947,0.48
mmse,,0.6521546840667725,2.2877135276794434,0.8268923810785933,0.6
mmse,,1.0608762502670288,2.239767551422119,0.8337776015719843,0.45
mmse,,-1.3593459129333496,1.9522950649261475,0.7601305022247695,0.54
mmse,,-2.0483142137527466,2.118727445602417,0.708260825114442,0.49
mmse,,0.22156476974487305,2.079277992248535,0.8509008565138431,0.53
mmse,,-2.237820625305176,1.9350084066390991,0.7714880253739531,0.48
mmse,,1.3398367166519165,1.9523942470550537,0.7324820642581866,0.45
mmse,,3.102618455886841,2.088691473007202,0.745136727876972,0.54
mmse,,-1.9736593961715698,2.1107873916625977,0.7478692425784109,0.52
mmse,,-0.7069212198257446,2.444932222366333,0.8080169034320569,0.47
mmse,,0.86445152759552,2.2201948165893555,0.6783808256410366,0.46
mmse,,0.8942025899887085,2.3174967765808105,0.7705944566488371,0.54
mmse,,0.14786839485168457,2.1762759685516357,0.8860468645234836,0.44
mmse,,0.9634190797805786,2.147836685180664,0.8591173669746467,0.52
mmse,,2.798391580581665,2.0149056911468506,0.789724613576883,0.53
mmse,,3.4076154232025146,2.9236488342285156,0.8972301159042715,0.53
mmse,,2.8553807735443115,2.879713296890259,0.8790250294551302,0.54
mmse,,0.3998863697052002,2.167304039001465,0.8317828996613118,0.45
mmse,,0.7270568609237671,2.885714054107666,0.8592475829770555,0.52
mmse,,0.033240318298339844,2.0847091674804688,0.7967897943821544,0.52
mmse,,-0.9437417984008789,2.356873035430908,0.8446575317055036,0.46
mmse,,3.2238954305648804,2.70141863822937,0.880980205410028,0.58
dtln,,-2.8499487042427063,2.1982367038726807,0.7267148086143144,0.79
dtln,,-2.5120842456817627,2.0635197162628174,0.7305649966551343,2.42
dtln,,-4.344818294048309,2.0293328762054443,0.6917787041125978,0.79
dtln,,-3.740033209323883,1.6917611360549927,0.6551805345350618,0.79
dtln,,-3.235587179660797,1.761497974395752,0.7278501900679321,0.88
dtln,,0.4799067974090576,2.204284906387329,0.8092943020902754,2.26
dtln,,-2.2788816690444946,2.149803400039673,0.7972783025163624,0.94
dtln,,-3.459715247154236,1.976722002029419,0.6691010113263619,1.04
dtln,,-0.8929240703582764,2.0760366916656494,0.8349012207838842,1.21
dtln,,-1.5006870031356812,2.2171995639801025,0.8404343007520031,0.85
dtln,,-1.438775658607483,2.2423644065856934,0.7884383570545318,0.95
dtln,,-2.17900812625885,2.124889373779297,0.7440114480926029,0.98
dtln,,-2.146396040916443,1.844145655632019,0.7316598393362927,0.78
dtln,,-3.9373037219047546,2.2105424404144287,0.7197025268271764,1.02
dtln,,-4.376276731491089,2.111330509185791,0.6988250999722032,0.92
dtln,,-4.972716867923737,1.919994831085205,0.6767770039818904,0.79
dtln,,-0.03825485706329346,2.393738031387329,0.8114831804191702,1.12
dtln,,-3.436424434185028,2.050261974334717,0.7183053087238684,1.23
dtln,,-2.663063406944275,1.9684875011444092,0.7419720094394171,0.81
dtln,,-2.846538722515106,1.7080293893814087,0.703584776410647,0.77
dtln,,-4.257904589176178,1.752073049545288,0.6116429348840478,0.85
dtln,,-4.775806367397308,1.958471417427063,0.6673714356268429,0.85
dtln,,0.04917621612548828,2.2631995677948,0.8297710108093784,1.41
dtln,,-3.008803129196167,1.9303228855133057,0.7240595584657376,0.78
dtln,,-2.6603251695632935,1.9860666990280151,0.7672162921667942,0.86
dtln,,0.36743879318237305,2.397775411605835,0.8098813700997012,0.85
dtln,,-3.988078236579895,1.5409494638442993,0.6232493183081508,0.94
dtln,,-4.483442008495331,1.7702076435089111,0.6730634219551367,0.89
dtln,,-4.46437805891037,1.8440195322036743,0.6348697275381369,0.77
dtln,,0.5870348215103149,1.915950059890747,0.7174595690723103,0.87
dtln,,-3.029494881629944,2.0693788528442383,0.724990786632868,0.94
dtln,,-3.9560002088546753,2.2186431884765625,0.7602082285444228,0.8
dtln,,-2.555658519268036,1.9359575510025024,0.6320247167529871,1.05
dtln,,-5.8691127598285675,1.824476957321167,0.6128558989257443,0.89
dtln,,-4.049376845359802,1.7645057439804077,0.7137906142678689,0.95
dtln,,-1.913386583328247,2.0378849506378174,0.7663869707060508,0.9
dtln,,-3.0124950408935547,1.8148818016052246,0.6702966919877645,0.89
dtln,,-0.01649618148803711,2.4598381519317627,0.829297653213415,1.18
dtln,,-2.3716026544570923,2.5128862857818604,0.8077253866387183,1.21
dtln,,-2.4748802185058594,2.147637128829956,0.7072337845358303,0.79
